source_file,task_id,prompt,code,test_imports,test_list,gpt_result
Mike's Copy of Benchmark Questions Verification V2.ipynb,124,Write a function to get the angle of a complex number.,"import cmath
def angle_complex(a,b):
  cn=complex(a,b)
  angle=cmath.phase(a+b)
  return angle",['import math'],"['assert math.isclose(angle_complex(0,1j), 1.5707963267948966, rel_tol=0.001)', 'assert math.isclose(angle_complex(2,1j), 0.4636476090008061, rel_tol=0.001)', 'assert math.isclose(angle_complex(0,2j), 1.5707963267948966, rel_tol=0.001)']","def get_angle(z):
    return cmath.phase(z)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,125,Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,"def find_length(string): 
	n = len(string)
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0",[],"['assert find_length(""11000010001"") == 6', 'assert find_length(""10111"") == 1', 'assert find_length(""11011101100101"") == 2']","def max_difference(binary_string):
    max_diff = 0
    diff = 0
    for char in binary_string:
        if char == '0':
            diff += 1
        else:
            diff -= 1
        max_diff = max(max_diff, diff)
        if diff < 0:
            diff = 0
    return max_diff"
Mike's Copy of Benchmark Questions Verification V2.ipynb,126,Write a python function to find the sum of common divisors of two given numbers.,"def sum(a,b): 
    sum = 0
    for i in range (1,min(a,b)): 
        if (a % i == 0 and b % i == 0): 
            sum += i 
    return sum",[],"['assert sum(10,15) == 6', 'assert sum(100,150) == 93', 'assert sum(4,6) == 3']","def sum_common_divisors(a, b):
    # Find divisors of a
    divisors_a = []
    for i in range(1, a+1):
        if a % i == 0:
            divisors_a.append(i)
    
    # Find divisors of b
    divisors_b = []
    for i in range(1, b+1):
        if b % i == 0:
            divisors_b.append(i)
    
    # Find the common divisors
    common_divisors = []
    for divisor in divisors_a:
        if divisor in divisors_b:
            common_divisors.append(divisor)
    
    # Calculate the sum of common divisors
    sum_common_divisors = sum(common_divisors)
    
    return sum_common_divisors"
Mike's Copy of Benchmark Questions Verification V2.ipynb,127,Write a function to multiply two integers.,"def multiply_int(x, y):
    if y < 0:
        return -multiply_int(x, -y)
    elif y == 0:
        return 0
    elif y == 1:
        return x
    else:
        return x + multiply_int(x, y - 1)",[],"['assert multiply_int(10,20)==200', 'assert multiply_int(5,10)==50', 'assert multiply_int(4,8)==32']","def multiply(a, b):
    return a * b"
Mike's Copy of Benchmark Questions Verification V2.ipynb,128,Write a function to find words that are longer than n characters from a given list of words.,"def long_words(n, str):
    word_len = []
    txt = str.split("" "")
    for x in txt:
        if len(x) > n:
            word_len.append(x)
    return word_len	",[],"['assert long_words(3,""python is a programming language"")==[\'python\',\'programming\',\'language\']', 'assert long_words(2,""writing a program"")==[\'writing\',\'program\']', 'assert long_words(5,""sorting list"")==[\'sorting\']']","def find_long_words(words, n):
    long_words = []
    for word in words:
        if len(word) > n:
            long_words.append(word)
    return long_words"
Mike's Copy of Benchmark Questions Verification V2.ipynb,129,Write a function to calculate whether the matrix is a magic square.,"def magic_square_test(my_matrix):
    iSize = len(my_matrix[0])
    sum_list = []
    sum_list.extend([sum (lines) for lines in my_matrix])   
    for col in range(iSize):
        sum_list.append(sum(row[col] for row in my_matrix))
    result1 = 0
    for i in range(0,iSize):
        result1 +=my_matrix[i][i]
    sum_list.append(result1)      
    result2 = 0
    for i in range(iSize-1,-1,-1):
        result2 +=my_matrix[i][i]
    sum_list.append(result2)
    if len(set(sum_list))>1:
        return False
    return True",[],"['assert magic_square_test([[7, 12, 1, 14], [2, 13, 8, 11], [16, 3, 10, 5], [9, 6, 15, 4]])==True', 'assert magic_square_test([[2, 7, 6], [9, 5, 1], [4, 3, 8]])==True', 'assert magic_square_test([[2, 7, 6], [9, 5, 1], [4, 3, 7]])==False']","def is_magic_square(matrix):
    # Check if the matrix is square
    n = len(matrix)
    if n == 0 or len(matrix[0]) != n:
        return False
    
    # Calculate the sum of the first row
    target_sum = sum(matrix[0])
    
    # Check the sum of each row
    for i in range(1, n):
        if sum(matrix[i]) != target_sum:
            return False
    
    # Check the sum of each column
    for j in range(n):
        column_sum = 0
        for i in range(n):
            column_sum += matrix[i][j]
        if column_sum != target_sum:
            return False
    
    # Check the sum of the main diagonal
    diagonal_sum = 0
    for i in range(n):
        diagonal_sum += matrix[i][i]
    if diagonal_sum != target_sum:
        return False
    
    # Check the sum of the secondary diagonal
    diagonal_sum = 0
    for i in range(n):
        diagonal_sum += matrix[i][n-i-1]
    if diagonal_sum != target_sum:
        return False
    
    # If all checks pass, the matrix is a magic square
    return True"
Mike's Copy of Benchmark Questions Verification V2.ipynb,130,Write a function to find the item with maximum frequency in a given list.,"from collections import defaultdict
def max_occurrences(nums):
    dict = defaultdict(int)
    for i in nums:
        dict[i] += 1
    result = max(dict.items(), key=lambda x: x[1]) 
    return result[0]",[],"['assert max_occurrences([2,3,8,4,7,9,8,2,6,5,1,6,1,2,3,2,4,6,9,1,2])==2', 'assert max_occurrences([2,3,8,4,7,9,8,7,9,15,14,10,12,13,16,18])==8', 'assert max_occurrences([10,20,20,30,40,90,80,50,30,20,50,10])==20']","def find_max_frequency_item(lst):
    frequency = {}
    for item in lst:
        if item in frequency:
            frequency[item] += 1
        else:
            frequency[item] = 1
    max_frequency = 0
    max_item = None
    for item, freq in frequency.items():
        if freq > max_frequency:
            max_frequency = freq
            max_item = item
    return max_item"
Mike's Copy of Benchmark Questions Verification V2.ipynb,131,Write a python function to reverse only the vowels of a given string (where y is not a vowel).,"def reverse_vowels(str1):
	vowels = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			vowels += char
	result_string = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			result_string += vowels[-1]
			vowels = vowels[:-1]
		else:
			result_string += char
	return result_string",[],"['assert reverse_vowels(""Python"") == ""Python""', 'assert reverse_vowels(""USA"") == ""ASU""', 'assert reverse_vowels(""ab"") == ""ab""']","def reverse_vowels(string):
    vowels = ['a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U']
    string = list(string)
    vowels_list = []
    for i, char in enumerate(string):
        if char in vowels:
            vowels_list.append(char)
            string[i] = '#'
    for i, char in enumerate(string):
        if char == '#':
            string[i] = vowels_list.pop()
    return ''.join(string)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,132,Write a function to convert a tuple to a string.,"def tup_string(tup1):
  str =  ''.join(tup1)
  return str",[],"['assert tup_string((\'e\', \'x\', \'e\', \'r\', \'c\', \'i\', \'s\', \'e\', \'s\'))==(""exercises"")', 'assert tup_string((\'p\',\'y\',\'t\',\'h\',\'o\',\'n\'))==(""python"")', 'assert tup_string((\'p\',\'r\',\'o\',\'g\',\'r\',\'a\',\'m\'))==(""program"")']","def tuple_to_string(tuple):
    return str(tuple)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,133,Write a function to calculate the sum of the negative numbers of a given list of numbers.,"def sum_negativenum(nums):
  sum_negativenum = list(filter(lambda nums:nums<0,nums))
  return sum(sum_negativenum)",[],"['assert sum_negativenum([2, 4, -6, -9, 11, -12, 14, -5, 17])==-32', 'assert sum_negativenum([10,15,-14,13,-18,12,-20])==-52', 'assert sum_negativenum([19, -65, 57, 39, 152,-639, 121, 44, 90, -190])==-894']","def sum_negative_numbers(numbers):
    sum_negative = 0
    for num in numbers:
        if num < 0:
            sum_negative += num
    return sum_negative"
Mike's Copy of Benchmark Questions Verification V2.ipynb,135,Write a function to find the nth hexagonal number.,"def hexagonal_num(n): 
	return n*(2*n - 1) ",[],"['assert hexagonal_num(10) == 190', 'assert hexagonal_num(5) == 45', 'assert hexagonal_num(7) == 91']","def hexagonal_number(n):
    if n == 1:
        return 1
    else:
        return 4 * hexagonal_number(n - 1) - 3 * (n - 1)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,137,Write a function to find the ratio of zeroes to non-zeroes in an array of integers.,"from array import array
def zero_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x == 0:
            n1 += 1
        else:
          None
    return n1/(n-n1)",['import math'],"['assert math.isclose(zero_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8]), 0.181818, rel_tol=0.001)', 'assert math.isclose(zero_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8]), 0.00, rel_tol=0.001)', 'assert math.isclose(zero_count([2, 4, -6, -9, 11, -12, 14, -5, 17]), 0.00, rel_tol=0.001)']","def ratio_of_zeroes_to_non_zeroes(array):
    num_zeroes = 0
    num_non_zeroes = 0
    for num in array:
        if num == 0:
            num_zeroes += 1
        else:
            num_non_zeroes += 1
    if num_non_zeroes == 0:
        return ""Cannot divide by zero.""
    else:
        return num_zeroes / num_non_zeroes"
Mike's Copy of Benchmark Questions Verification V2.ipynb,138,Write a python function to check whether the given number can be represented as sum of non-zero powers of 2 or not.,"def is_Sum_Of_Powers_Of_Two(n): 
    if (n % 2 == 1): 
        return False
    else: 
        return True",[],"['assert is_Sum_Of_Powers_Of_Two(10) == True', 'assert is_Sum_Of_Powers_Of_Two(7) == False', 'assert is_Sum_Of_Powers_Of_Two(14) == True']","def powers_of_2(n):
    # Base case: if n is 1, it can be represented as 2^0
    if n == 1:
        return True
    
    # Try all powers of 2 less than n
    power = 0
    while True:
        # Calculate the current power of 2
        current = 2 ** power
        
        # If the current power is greater than n, n cannot be represented
        if current > n:
            return False
        
        # If the current power is equal to n, n can be represented
        if current == n:
            return True
        
        # Otherwise, recursively check if n can be represented using the remaining sum
        if powers_of_2(n - current):
            return True
        
        # Increment the power
        power += 1"
Mike's Copy of Benchmark Questions Verification V2.ipynb,139,Write a function to find the circumference of a circle.,"def circle_circumference(r):
  perimeter=2*3.1415*r
  return perimeter",['import math'],"['assert math.isclose(circle_circumference(10), 62.830000000000005, rel_tol=0.001)', 'assert math.isclose(circle_circumference(5), 31.415000000000003, rel_tol=0.001)', 'assert math.isclose(circle_circumference(4), 25.132, rel_tol=0.001)']","def circumference(radius):
    circumference = 2 * math.pi * radius
    return circumference"
Mike's Copy of Benchmark Questions Verification V2.ipynb,140,Write a function to flatten the list of lists into a single set of numbers.,"def extract_singly(test_list):
  res = []
  temp = set()
  for inner in test_list:
    for ele in inner:
      if not ele in temp:
        temp.add(ele)
        res.append(ele)
  return (res) ",[],"['assert set(extract_singly([(3, 4, 5), (4, 5, 7), (1, 4)])) == set([3, 4, 5, 7, 1])', 'assert set(extract_singly([(1, 2, 3), (4, 2, 3), (7, 8)])) == set([1, 2, 3, 4, 7, 8])', 'assert set(extract_singly([(7, 8, 9), (10, 11, 12), (10, 11)])) == set([7, 8, 9, 10, 11, 12])']","def flatten_list(list_of_lists):
    flattened_list = []
    for sublist in list_of_lists:
        for num in sublist:
            flattened_list.append(num)
    return flattened_list"
Mike's Copy of Benchmark Questions Verification V2.ipynb,141,Write a function to sort a list of elements.,"def pancake_sort(nums):
    arr_len = len(nums)
    while arr_len > 1:
        mi = nums.index(max(nums[0:arr_len]))
        nums = nums[mi::-1] + nums[mi+1:len(nums)]
        nums = nums[arr_len-1::-1] + nums[arr_len:len(nums)]
        arr_len -= 1
    return nums",[],"['assert pancake_sort([15, 79, 25, 38, 69]) == [15, 25, 38, 69, 79]', 'assert pancake_sort([98, 12, 54, 36, 85]) == [12, 36, 54, 85, 98]', 'assert pancake_sort([41, 42, 32, 12, 23]) == [12, 23, 32, 41, 42]']","def sort_list(lst):
    return sorted(lst)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,142,Write a function to count number items that are identical in the same position of three given lists.,"def count_samepair(list1,list2,list3):
    result = sum(m == n == o for m, n, o in zip(list1,list2,list3))
    return result",[],"['assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,9],[2,1,3,1,2,6,7,9])==3', 'assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])==4', 'assert count_samepair([1,2,3,4,2,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])==5']","def count_identical_items(list1, list2, list3):
    count = 0
    for i in range(len(list1)):
        if list1[i] == list2[i] == list3[i]:
            count += 1
    return count"
Mike's Copy of Benchmark Questions Verification V2.ipynb,143,Write a function to find number of lists present in the given tuple.,"def find_lists(Input): 
	if isinstance(Input, list): 
		return 1
	else: 
		return len(Input) ",[],"['assert find_lists(([1, 2, 3, 4], [5, 6, 7, 8])) == 2', 'assert find_lists(([1, 2], [3, 4], [5, 6]))  == 3', 'assert find_lists(([9, 8, 7, 6, 5, 4, 3, 2, 1])) == 1']","def count_lists(tuple):
    count = 0
    for item in tuple:
        if type(item) is list:
            count += 1
    return count"
Mike's Copy of Benchmark Questions Verification V2.ipynb,145,Write a python function to find the maximum difference between any two elements in a given array.,"def max_Abs_Diff(arr): 
    n = len(arr)
    minEle = arr[0] 
    maxEle = arr[0] 
    for i in range(1, n): 
        minEle = min(minEle,arr[i]) 
        maxEle = max(maxEle,arr[i]) 
    return (maxEle - minEle) ",[],"['assert max_Abs_Diff((2,1,5,3)) == 4', 'assert max_Abs_Diff((9,3,2,5,1)) == 8', 'assert max_Abs_Diff((3,2,1)) == 2']","def max_difference(arr):
    if len(arr) < 2:
        return None"
Benchmark Questions Verification V2.ipynb,160,"Write a function that returns integers x and y that satisfy ax + by = n as a tuple, or return None if no solution exists.","def find_solution(a, b, n):
	i = 0
	while i * a <= n:
		if (n - (i * a)) % b == 0: 
			return (i, (n - (i * a)) // b)
		i = i + 1
	return None",[],"['assert find_solution(2, 3, 7) == (2, 1)', 'assert find_solution(4, 2, 7) == None', 'assert find_solution(1, 13, 17) == (4, 1)']","def diophantine(a, b, n):
    g = math.gcd(a, b)
    if n % g != 0:
        return None
    a //= g
    b //= g
    n //= g
    for i in range(n//a + 1):
        if (n - a*i) % b == 0:
            return (i, (n - a*i) // b)
    return None"
Benchmark Questions Verification V2.ipynb,161,Write a function to remove all elements from a given list present in another list.,"def remove_elements(list1, list2):
    result = [x for x in list1 if x not in list2]
    return result",[],"['assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [2, 4, 6, 8]) == [1, 3, 5, 7, 9, 10]', 'assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 3, 5, 7]) == [2, 4, 6, 8, 9, 10]', 'assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [5, 7]) == [1, 2, 3, 4, 6, 8, 9, 10]']","def remove_elements(list1, list2):
    return [elem for elem in list1 if elem not in list2]"
Benchmark Questions Verification V2.ipynb,162,"Write a function to calculate the sum (n - 2*i) from i=0 to n // 2, for instance n + (n-2) + (n-4)... (until n-x =< 0).","def sum_series(n):
  if n < 1:
    return 0
  else:
    return n + sum_series(n - 2)",[],"['assert sum_series(6) == 12', 'assert sum_series(10) == 30', 'assert sum_series(9) == 25']","def calculate_sum(n):
    total = 0
    for i in range(n // 2 + 1):
        total += n - 2 * i
    return total"
Benchmark Questions Verification V2.ipynb,163,Write a function to calculate the area of a regular polygon given the length and number of its sides.,"from math import tan, pi
def area_polygon(s, l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area",['import math'],"['assert math.isclose(area_polygon(4, 20), 400., rel_tol=0.001)', 'assert math.isclose(area_polygon(10, 15), 1731.197, rel_tol=0.001)', 'assert math.isclose(area_polygon(9, 7), 302.909, rel_tol=0.001)']","def calculate_area(length, sides):
    apothem = length / (2 * math.tan(math.pi / sides))
    area = 0.5 * apothem * length * sides
    return area"
Benchmark Questions Verification V2.ipynb,164,Write a function to determine if the sum of the divisors of two integers are the same.,"import math 
def div_sum(n): 
  total = 1
  i = 2

  while i * i <= n:
    if (n % i == 0):
      total = (total + i + math.floor(n / i))
    i += 1

  return total

def are_equivalent(num1, num2): 
    return div_sum(num1) == div_sum(num2); ",[],"['assert are_equivalent(36, 57) == False', 'assert are_equivalent(2, 4) == False', 'assert are_equivalent(23, 47) == True']","def sum_of_divisors(n):
    divisors = [1]
    for i in range(2, n//2 + 1):
        if n % i == 0:
            divisors.append(i)
    return sum(divisors)"
Benchmark Questions Verification V2.ipynb,165,Write a function to count the number of characters in a string that occur at the same position in the string as in the English alphabet (case insensitive).,"def count_char_position(str1): 
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars ",[],"['assert count_char_position(""xbcefg"") == 2', 'assert count_char_position(""ABcED"") == 3', 'assert count_char_position(""AbgdeF"") == 5']","def count_characters(string):
    count = 0
    for i in range(len(string)):
        char = string[i].lower()
        if char == chr(ord('a') + i) or char == chr(ord('A') + i):
            count += 1
    return count"
Benchmark Questions Verification V2.ipynb,166,Write a function that counts the number of pairs of integers in a list that xor to an even number.,"def find_even_pair(A): 
  count = 0
  for i in range(0, len(A)): 
    for j in range(i+1, len(A)): 
        if ((A[i] ^ A[j]) % 2 == 0): 
          count += 1

  return count",[],"['assert find_even_pair([5, 4, 7, 2, 1]) == 4', 'assert find_even_pair([7, 2, 8, 1, 0, 5, 11]) == 9', 'assert find_even_pair([1, 2, 3]) == 1']","def count_even_xor_pairs(numbers):
    count = 0
    for i in range(len(numbers)):
        for j in range(i+1, len(numbers)):
            if (numbers[i] ^ numbers[j]) % 2 == 0:
                count += 1
    return count"
Benchmark Questions Verification V2.ipynb,167,Write a python function to find the smallest power of 2 greater than or equal to n.,"def next_power_of_2(n): 
  if n and not n & (n - 1):
    return n

  count = 0
  while n != 0: 
    n >>= 1
    count += 1

  return 1 << count; ",[],"['assert next_power_of_2(0) == 1', 'assert next_power_of_2(5) == 8', 'assert next_power_of_2(17) == 32']","def smallest_power_of_2(n):
    power = 0
    while True:
        if 2 ** power >= n:
            return 2 ** power
        power += 1"
Benchmark Questions Verification V2.ipynb,168,Write a function to count the number of occurrences of a number in a given list.,"def frequency(a,x): 
    count = 0  
    for i in a: 
      if i == x: 
        count += 1

    return count ",[],"['assert frequency([1,2,3], 4) == 0', 'assert frequency([1,2,2,3,3,3,4], 3) == 3', 'assert frequency([0,1,2,3,1,2], 1) == 2']","def count_occurrences(lst, number):
    count = 0
    for element in lst:
        if element == number:
            count += 1
    return count"
Benchmark Questions Verification V2.ipynb,170,Write a function to find the sum of numbers in a list within a range specified by two indices.,"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ",[],"['assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 8, 10) == 29', 'assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 5, 7) == 16', 'assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 7, 10) == 38']","def sum_range(numbers, start_index, end_index):
    return sum(numbers[start_index:end_index+1])"
Benchmark Questions Verification V2.ipynb,171,Write a function to find the perimeter of a regular pentagon from the length of its sides.,"import math
def perimeter_pentagon(a):
  perimeter=(5*a)
  return perimeter",[],"['assert perimeter_pentagon(5) == 25', 'assert perimeter_pentagon(10) == 50', 'assert perimeter_pentagon(15) == 75']","def perimeter_of_pentagon(side_length):
    return 5 * side_length"
Benchmark Questions Verification V2.ipynb,172,Write a function to count the number of occurence of the string 'std' in a given string.,"def count_occurance(s):
  count = 0
  for i in range(len(s) - 2):
    if (s[i] == 's' and s[i+1] == 't' and s[i+2] == 'd'):
      count = count + 1
  return count",[],"['assert count_occurance(""letstdlenstdporstd"") == 3', 'assert count_occurance(""truststdsolensporsd"") == 1', 'assert count_occurance(""makestdsostdworthit"") == 2', 'assert count_occurance(""stds"") == 1', 'assert count_occurance("""") == 0']","def count_std(string):
    count = 0
    index = 0
    while index < len(string):
        index = string.find('std', index)
        if index == -1:
            break
        count += 1
        index += 3
    return count"
Benchmark Questions Verification V2.ipynb,222,Write a function to check if all the elements in tuple have same data type or not.,"def check_type(test_tuple):
  res = True
  for ele in test_tuple:
    if not isinstance(ele, type(test_tuple[0])):
      res = False
      break
  return (res) ",[],"['assert check_type((5, 6, 7, 3, 5, 6) ) == True', 'assert check_type((1, 2, ""4"") ) == False', 'assert check_type((3, 2, 1, 4, 5) ) == True']","def check_tuple_data_type(tuple):
    data_type = type(tuple[0])
    for element in tuple:
        if type(element) != data_type:
            return False
    return True"
Benchmark Questions Verification V2.ipynb,223,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)","def is_majority(arr, n, x):
	i = binary_search(arr, 0, n-1, x)
	if i == -1:
		return False
	if ((i + n//2) <= (n -1)) and arr[i + n//2] == x:
		return True
	else:
		return False
def binary_search(arr, low, high, x):
	if high >= low:
		mid = (low + high)//2 
		if (mid == 0 or x > arr[mid-1]) and (arr[mid] == x):
			return mid
		elif x > arr[mid]:
			return binary_search(arr, (mid + 1), high, x)
		else:
			return binary_search(arr, low, (mid -1), x)
	return -1",[],"['assert is_majority([1, 2, 3, 3, 3, 3, 10], 7, 3) == True', 'assert is_majority([1, 1, 2, 4, 4, 4, 6, 6], 8, 4) == False', 'assert is_majority([1, 1, 1, 2, 2], 5, 1) == True', 'assert is_majority([1, 1, 2, 2], 5, 1) == False']","def is_majority_element(sorted_arr, n, element):
    # Check if the element is in the array
    if element not in sorted_arr:
        return False
    
    # Check if the element is the majority element
    count = 0
    for i in range(n):
        if sorted_arr[i] == element:
            count += 1
            if count > n // 2:
                return True
        else:
            count = 0
    
    return False"
Benchmark Questions Verification V2.ipynb,224,Write a python function to count the number of set bits (binary digits with value 1) in a given number.,"def count_Set_Bits(n): 
    count = 0
    while (n): 
        count += n & 1
        n >>= 1
    return count ",[],"['assert count_Set_Bits(2) == 1', 'assert count_Set_Bits(4) == 1', 'assert count_Set_Bits(6) == 2']","def count_set_bits(n):
    count = 0
    while n > 0:
        count += n & 1
        n = n >> 1
    return count"
Benchmark Questions Verification V2.ipynb,226,Write a python function to remove the characters which have odd index values of a given string.,"def odd_values_string(str):
  result = """" 
  for i in range(len(str)):
    if i % 2 == 0:
      result = result + str[i]
  return result",[],"[""assert odd_values_string('abcdef') == 'ace'"", ""assert odd_values_string('python') == 'pto'"", ""assert odd_values_string('data') == 'dt'"", ""assert odd_values_string('lambs') == 'lms'""]","def remove_characters_with_odd_index(string):
    result = """"
    for i in range(len(string)):
        if i % 2 == 0:
            result += string[i]
    return result"
Benchmark Questions Verification V2.ipynb,227,Write a function to find minimum of three numbers.,"def min_of_three(a,b,c): 
      if (a <= b) and (a <= c): 
        smallest = a 
      elif (b <= a) and (b <= c): 
        smallest = b 
      else: 
        smallest = c 
      return smallest ",[],"['assert min_of_three(10,20,0)==0', 'assert min_of_three(19,15,18)==15', 'assert min_of_three(-10,-20,-30)==-30']","def find_minimum(a, b, c):
    return min(a, b, c)"
Benchmark Questions Verification V2.ipynb,228,Write a python function to check whether all the bits are unset in the given range or not.,"def all_Bits_Set_In_The_Given_Range(n,l,r):  
    num = (((1 << r) - 1) ^ ((1 << (l - 1)) - 1)) 
    new_num = n & num
    if (new_num == 0): 
        return True
    return False",[],"['assert all_Bits_Set_In_The_Given_Range(4,1,2) == True', 'assert all_Bits_Set_In_The_Given_Range(17,2,4) == True', 'assert all_Bits_Set_In_The_Given_Range(39,4,6) == False']","def are_bits_unset(num, start, end):
    # Create a mask with all bits set in the range
    mask = ((1 << (end - start + 1)) - 1) << start
    
    # Check if any bits are set in the range
    return (num & mask) == 0"
Benchmark Questions Verification V2.ipynb,229,"Write a function that takes in an array and an integer n, and re-arranges the first n elements of the given array so that all negative elements appear before positive ones, and where the relative order among negative and positive elements is preserved.","def re_arrange_array(arr, n):
  j=0
  for i in range(0, n):
    if (arr[i] < 0):
      temp = arr[i]
      arr[i] = arr[j]
      arr[j] = temp
      j = j + 1
  return arr",[],"['assert re_arrange_array([-1, 2, -3, 4, 5, 6, -7, 8, 9], 9) == [-1, -3, -7, 4, 5, 6, 2, 8, 9]', 'assert re_arrange_array([12, -14, -26, 13, 15], 5) == [-14, -26, 12, 13, 15]', 'assert re_arrange_array([10, 24, 36, -42, -39, -78, 85], 7) == [-42, -39, -78, 10, 24, 36, 85]']","def rearrange_negative_positive(arr, n):
    negatives = [x for x in arr[:n] if x < 0]
    positives = [x for x in arr[:n] if x >= 0]
    arr[:n] = negatives + positives
    return arr"
Benchmark Questions Verification V2.ipynb,230,"Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.","def replace_blank(str1,char):
 str2 = str1.replace(' ', char)
 return str2",[],"['assert replace_blank(""hello people"",\'@\')==(""hello@people"")', 'assert replace_blank(""python program language"",\'$\')==(""python$program$language"")', 'assert replace_blank(""blank space"",""-"")==(""blank-space"")']","def replace_spaces(string, character):
    return string.replace("" "", character)"
Benchmark Questions Verification V2.ipynb,232,Write a function that takes in a list and an integer n and returns a list containing the n largest items from the list.,"import heapq
def larg_nnum(list1,n):
 largest=heapq.nlargest(n,list1)
 return largest",[],"['assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],2))==set([100,90])', 'assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],5))==set([100,90,80,70,60])', 'assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],3))==set([100,90,80])']","def n_largest_items(lst, n):
    return sorted(lst, reverse=True)[:n]"
Benchmark Questions Verification V2.ipynb,233,Write a function to find the lateral surface area of a cylinder.,"def lateralsuface_cylinder(r,h):
  lateralsurface= 2*3.1415*r*h
  return lateralsurface",['import math'],"['assert math.isclose(lateralsuface_cylinder(10,5), 314.15000000000003, rel_tol=0.001)', 'assert math.isclose(lateralsuface_cylinder(4,5), 125.66000000000001, rel_tol=0.001)', 'assert math.isclose(lateralsuface_cylinder(4,10), 251.32000000000002, rel_tol=0.001)']","def lateral_surface_area(radius, height):
    return 2 * math.pi * radius * height"
Benchmark Questions Verification V2.ipynb,234,Write a function to find the volume of a cube given its side length.,"def volume_cube(l):
  volume = l * l * l
  return volume",[],"['assert volume_cube(3)==27', 'assert volume_cube(2)==8', 'assert volume_cube(5)==125']","def volume_of_cube(side_length):
    volume = side_length ** 3
    return volume"
Benchmark Questions Verification V2.ipynb,235,Write a python function to set all even bits of a given number.,"def even_bit_set_number(n): 
    count = 0;res = 0;temp = n 
    while(temp > 0): 
        if (count % 2 == 1): 
            res |= (1 << count)
        count+=1
        temp >>= 1
    return (n | res) ",[],"['assert even_bit_set_number(10) == 10', 'assert even_bit_set_number(20) == 30', 'assert even_bit_set_number(30) == 30']","def set_even_bits(num):
    mask = 0xAAAAAAAA  # Mask to set even bits
    result = num | mask
    return result"
Benchmark Questions Verification V2.ipynb,237,Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.,"from collections import Counter 
def check_occurences(test_list):
  res = dict(Counter(tuple(ele) for ele in map(sorted, test_list)))
  return  (res) ",[],"['assert check_occurences([(3, 1), (1, 3), (2, 5), (5, 2), (6, 3)] ) == {(1, 3): 2, (2, 5): 2, (3, 6): 1}', 'assert check_occurences([(4, 2), (2, 4), (3, 6), (6, 3), (7, 4)] ) == {(2, 4): 2, (3, 6): 2, (4, 7): 1}', 'assert check_occurences([(13, 2), (11, 23), (12, 25), (25, 12), (16, 23)] ) == {(2, 13): 1, (11, 23): 1, (12, 25): 2, (16, 23): 1}']","def count_tuples(tuples):
    tuple_counts = {}
    for tpl in tuples:
        if tpl in tuple_counts:
            tuple_counts[tpl] += 1
        else:
            tuple_counts[tpl] = 1
    return tuple_counts"
