source_file,task_id,prompt,code,test_imports,test_list,gpt_result
Mike's Copy of Benchmark Questions Verification V2.ipynb,125,指定されたバイナリ文字列の部分文字列内の 0 の数と 1 の数の最大差を見つける関数を作成します。,"def find_length(string): 
	n = len(string)
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0",[],"['assert find_length(""11000010001"") == 6', 'assert find_length(""10111"") == 1', 'assert find_length(""11011101100101"") == 2']","def max_difference(substr):
    count_0 = substr.count('0')
    count_1 = substr.count('1')
    return abs(count_0 - count_1)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,126,与えられた 2 つの数値の公約数の合計を求める Python 関数を作成します。,"def sum(a,b): 
    sum = 0
    for i in range (1,min(a,b)): 
        if (a % i == 0 and b % i == 0): 
            sum += i 
    return sum",[],"['assert sum(10,15) == 6', 'assert sum(100,150) == 93', 'assert sum(4,6) == 3']","def sum_common_divisors(a, b):
    common_divisors = []
    for i in range(1, min(a, b) + 1):
        if a % i == 0 and b % i == 0:
            common_divisors.append(i)
    return sum(common_divisors)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,127,2 つの整数を乗算する関数を作成します。,"def multiply_int(x, y):
    if y < 0:
        return -multiply_int(x, -y)
    elif y == 0:
        return 0
    elif y == 1:
        return x
    else:
        return x + multiply_int(x, y - 1)",[],"['assert multiply_int(10,20)==200', 'assert multiply_int(5,10)==50', 'assert multiply_int(4,8)==32']","def multiply(a, b):
    return a * b"
Mike's Copy of Benchmark Questions Verification V2.ipynb,128,指定された単語のリストから n 文字より長い単語を検索する関数を作成します。,"def long_words(n, str):
    word_len = []
    txt = str.split("" "")
    for x in txt:
        if len(x) > n:
            word_len.append(x)
    return word_len	",[],"['assert long_words(3,""python is a programming language"")==[\'python\',\'programming\',\'language\']', 'assert long_words(2,""writing a program"")==[\'writing\',\'program\']', 'assert long_words(5,""sorting list"")==[\'sorting\']']","def find_longest_words(words, n):
    longest_words = []
    for word in words:
        if len(word) > n:
            longest_words.append(word)
    return longest_words"
Mike's Copy of Benchmark Questions Verification V2.ipynb,129,行列が魔方陣であるかどうかを計算する関数を作成します。,"def magic_square_test(my_matrix):
    iSize = len(my_matrix[0])
    sum_list = []
    sum_list.extend([sum (lines) for lines in my_matrix])   
    for col in range(iSize):
        sum_list.append(sum(row[col] for row in my_matrix))
    result1 = 0
    for i in range(0,iSize):
        result1 +=my_matrix[i][i]
    sum_list.append(result1)      
    result2 = 0
    for i in range(iSize-1,-1,-1):
        result2 +=my_matrix[i][i]
    sum_list.append(result2)
    if len(set(sum_list))>1:
        return False
    return True",[],"['assert magic_square_test([[7, 12, 1, 14], [2, 13, 8, 11], [16, 3, 10, 5], [9, 6, 15, 4]])==True', 'assert magic_square_test([[2, 7, 6], [9, 5, 1], [4, 3, 8]])==True', 'assert magic_square_test([[2, 7, 6], [9, 5, 1], [4, 3, 7]])==False']","def is_magic_square(square):
    # Get the size of the square
    n = len(square)
    
    # Calculate the magic constant
    magic_const = n * (n**2 + 1) // 2
    
    # Check the sum of each row
    for row in square:
        if sum(row) != magic_const:
            return False
    
    # Check the sum of each column
    for i in range(n):
        column_sum = 0
        for j in range(n):
            column_sum += square[j][i]
        if column_sum != magic_const:
            return False
    
    # Check the sum of the diagonal from top left to bottom right
    diagonal_sum = 0
    for i in range(n):
        diagonal_sum += square[i][i]
    if diagonal_sum != magic_const:
        return False
    
    # Check the sum of the diagonal from top right to bottom left
    diagonal_sum = 0
    for i in range(n):
        diagonal_sum += square[i][n-i-1]
    if diagonal_sum != magic_const:
        return False
    
    # If all checks pass, the square is a magic square
    return True"
Mike's Copy of Benchmark Questions Verification V2.ipynb,130,指定されたリスト内で最大頻度の項目を見つける関数を作成します。,"from collections import defaultdict
def max_occurrences(nums):
    dict = defaultdict(int)
    for i in nums:
        dict[i] += 1
    result = max(dict.items(), key=lambda x: x[1]) 
    return result[0]",[],"['assert max_occurrences([2,3,8,4,7,9,8,2,6,5,1,6,1,2,3,2,4,6,9,1,2])==2', 'assert max_occurrences([2,3,8,4,7,9,8,7,9,15,14,10,12,13,16,18])==8', 'assert max_occurrences([10,20,20,30,40,90,80,50,30,20,50,10])==20']","def find_max_frequency_item(lst):
    count = {}
    for item in lst:
        if item in count:
            count[item] += 1
        else:
            count[item] = 1
    max_frequency = max(count.values())
    max_frequency_items = []
    for item, frequency in count.items():
        if frequency == max_frequency:
            max_frequency_items.append(item)
    return max_frequency_items"
Mike's Copy of Benchmark Questions Verification V2.ipynb,131,指定された文字列の母音のみを反転する Python 関数を作成します (y は母音ではありません)。,"def reverse_vowels(str1):
	vowels = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			vowels += char
	result_string = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			result_string += vowels[-1]
			vowels = vowels[:-1]
		else:
			result_string += char
	return result_string",[],"['assert reverse_vowels(""Python"") == ""Python""', 'assert reverse_vowels(""USA"") == ""ASU""', 'assert reverse_vowels(""ab"") == ""ab""']","def reverse_vowels(string):
    # Convert the string to a list of characters
    characters = list(string)
    
    # Initialize pointers for the start and end of the string
    start = 0
    end = len(characters) - 1
    
    # Define a helper function to check if a character is a vowel
    def is_vowel(char):
        vowels = 'aeiouAEIOU'
        return char in vowels
    
    # Swap vowels until the pointers meet
    while start < end:
        # Find the next vowel from the start of the string
        while start < end and not is_vowel(characters[start]):
            start += 1
        
        # Find the next vowel from the end of the string
        while start < end and not is_vowel(characters[end]):
            end -= 1
        
        # Swap the vowels
        if start < end:
            characters[start], characters[end] = characters[end], characters[start]
            start += 1
            end -= 1
    
    # Convert the list of characters back to a string and return it
    return ''.join(characters)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,132,タプルを文字列に変換する関数を作成します。,"def tup_string(tup1):
  str =  ''.join(tup1)
  return str",[],"['assert tup_string((\'e\', \'x\', \'e\', \'r\', \'c\', \'i\', \'s\', \'e\', \'s\'))==(""exercises"")', 'assert tup_string((\'p\',\'y\',\'t\',\'h\',\'o\',\'n\'))==(""python"")', 'assert tup_string((\'p\',\'r\',\'o\',\'g\',\'r\',\'a\',\'m\'))==(""program"")']","def tuple_to_string(tuple_var):
    return str(tuple_var)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,133,指定された数値リストの負の数値の合計を計算する関数を作成します。,"def sum_negativenum(nums):
  sum_negativenum = list(filter(lambda nums:nums<0,nums))
  return sum(sum_negativenum)",[],"['assert sum_negativenum([2, 4, -6, -9, 11, -12, 14, -5, 17])==-32', 'assert sum_negativenum([10,15,-14,13,-18,12,-20])==-52', 'assert sum_negativenum([19, -65, 57, 39, 152,-639, 121, 44, 90, -190])==-894']","def sum_negative_numbers(numbers):
    sum_negative = 0
    for num in numbers:
        if num < 0:
            sum_negative += num
    return sum_negative"
Mike's Copy of Benchmark Questions Verification V2.ipynb,135,n 番目の 16 進数を求める関数を作成します。,"def hexagonal_num(n): 
	return n*(2*n - 1) ",[],"['assert hexagonal_num(10) == 190', 'assert hexagonal_num(5) == 45', 'assert hexagonal_num(7) == 91']","def get_hexadecimal(n):
    if n == 0:
        return ""0""
    hexadecimal = """"
    while n > 0:
        remainder = n % 16
        if remainder < 10:
            hexadecimal = str(remainder) + hexadecimal
        else:
            hexadecimal = chr(remainder - 10 + ord('A')) + hexadecimal
        n = n // 16
    return hexadecimal"
Mike's Copy of Benchmark Questions Verification V2.ipynb,137,整数の配列内のゼロと非ゼロの比率を見つける関数を作成します。,"from array import array
def zero_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x == 0:
            n1 += 1
        else:
          None
    return n1/(n-n1)",['import math'],"['assert math.isclose(zero_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8]), 0.181818, rel_tol=0.001)', 'assert math.isclose(zero_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8]), 0.00, rel_tol=0.001)', 'assert math.isclose(zero_count([2, 4, -6, -9, 11, -12, 14, -5, 17]), 0.00, rel_tol=0.001)']","def find_zero_nonzero_ratio(arr):
    count_zero = 0
    count_nonzero = 0
    for num in arr:
        if num == 0:
            count_zero += 1
        else:
            count_nonzero += 1
    if count_nonzero == 0:
        return ""Infinity""
    else:
        return count_zero / count_nonzero"
Mike's Copy of Benchmark Questions Verification V2.ipynb,138,指定された数値が 2 の非ゼロ乗の合計として表現できるかどうかを確認する Python 関数を作成します。,"def is_Sum_Of_Powers_Of_Two(n): 
    if (n % 2 == 1): 
        return False
    else: 
        return True",[],"['assert is_Sum_Of_Powers_Of_Two(10) == True', 'assert is_Sum_Of_Powers_Of_Two(7) == False', 'assert is_Sum_Of_Powers_Of_Two(14) == True']","def is_power_sum(n):
    # Base case: if n is 1, it can be expressed as 2^0
    if n == 1:
        return True
    
    # Try expressing n as 2^k and recursively check if the remaining sum is a power sum
    for k in range(1, int(n**0.5) + 1):
        remaining = n - 2**k
        if remaining > 0 and is_power_sum(remaining):
            return True
    
    # If n cannot be expressed as a power sum, return False
    return False"
Mike's Copy of Benchmark Questions Verification V2.ipynb,139,円の円周を求める関数を作成します。,"def circle_circumference(r):
  perimeter=2*3.1415*r
  return perimeter",['import math'],"['assert math.isclose(circle_circumference(10), 62.830000000000005, rel_tol=0.001)', 'assert math.isclose(circle_circumference(5), 31.415000000000003, rel_tol=0.001)', 'assert math.isclose(circle_circumference(4), 25.132, rel_tol=0.001)']","def calculate_circumference(radius):
    circumference = 2 * math.pi * radius
    return circumference"
Mike's Copy of Benchmark Questions Verification V2.ipynb,140,リストのリストを単一の数値セットに平坦化する関数を作成します。,"def extract_singly(test_list):
  res = []
  temp = set()
  for inner in test_list:
    for ele in inner:
      if not ele in temp:
        temp.add(ele)
        res.append(ele)
  return (res) ",[],"['assert set(extract_singly([(3, 4, 5), (4, 5, 7), (1, 4)])) == set([3, 4, 5, 7, 1])', 'assert set(extract_singly([(1, 2, 3), (4, 2, 3), (7, 8)])) == set([1, 2, 3, 4, 7, 8])', 'assert set(extract_singly([(7, 8, 9), (10, 11, 12), (10, 11)])) == set([7, 8, 9, 10, 11, 12])']","def flatten_set(lst):
    flat_set = set()
    for sub_lst in lst:
        for num in sub_lst:
            flat_set.add(num)
    return flat_set"
Mike's Copy of Benchmark Questions Verification V2.ipynb,141,要素のリストを並べ替える関数を作成します。,"def pancake_sort(nums):
    arr_len = len(nums)
    while arr_len > 1:
        mi = nums.index(max(nums[0:arr_len]))
        nums = nums[mi::-1] + nums[mi+1:len(nums)]
        nums = nums[arr_len-1::-1] + nums[arr_len:len(nums)]
        arr_len -= 1
    return nums",[],"['assert pancake_sort([15, 79, 25, 38, 69]) == [15, 25, 38, 69, 79]', 'assert pancake_sort([98, 12, 54, 36, 85]) == [12, 36, 54, 85, 98]', 'assert pancake_sort([41, 42, 32, 12, 23]) == [12, 23, 32, 41, 42]']","def sort_list(lst):
    return sorted(lst)"
Mike's Copy of Benchmark Questions Verification V2.ipynb,142,指定された 3 つのリストの同じ位置にある同じ項目の数を数える関数を作成します。,"def count_samepair(list1,list2,list3):
    result = sum(m == n == o for m, n, o in zip(list1,list2,list3))
    return result",[],"['assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,9],[2,1,3,1,2,6,7,9])==3', 'assert count_samepair([1,2,3,4,5,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])==4', 'assert count_samepair([1,2,3,4,2,6,7,8],[2,2,3,1,2,6,7,8],[2,1,3,1,2,6,7,8])==5']","def count_matching_items(list1, list2, list3):
    count = 0
    for item1, item2, item3 in zip(list1, list2, list3):
        if item1 == item2 == item3:
            count += 1
    return count"
Mike's Copy of Benchmark Questions Verification V2.ipynb,143,指定されたタプルに存在するリストの数を見つける関数を作成します。,"def find_lists(Input): 
	if isinstance(Input, list): 
		return 1
	else: 
		return len(Input) ",[],"['assert find_lists(([1, 2, 3, 4], [5, 6, 7, 8])) == 2', 'assert find_lists(([1, 2], [3, 4], [5, 6]))  == 3', 'assert find_lists(([9, 8, 7, 6, 5, 4, 3, 2, 1])) == 1']","def count_lists(tuple):
    count = 0
    for item in tuple:
        if type(item) is list:
            count += 1
    return count"
Mike's Copy of Benchmark Questions Verification V2.ipynb,145,指定された配列内の 2 つの要素間の最大差を見つける Python 関数を作成します。,"def max_Abs_Diff(arr): 
    n = len(arr)
    minEle = arr[0] 
    maxEle = arr[0] 
    for i in range(1, n): 
        minEle = min(minEle,arr[i]) 
        maxEle = max(maxEle,arr[i]) 
    return (maxEle - minEle) ",[],"['assert max_Abs_Diff((2,1,5,3)) == 4', 'assert max_Abs_Diff((9,3,2,5,1)) == 8', 'assert max_Abs_Diff((3,2,1)) == 2']","def max_difference(arr):
    if len(arr) < 2:
        return None"
Benchmark Questions Verification V2.ipynb,160,ax + by = n を満たす整数 x と y をタプルとして返すか、解が存在しない場合は None を返す関数を作成します。,"def find_solution(a, b, n):
	i = 0
	while i * a <= n:
		if (n - (i * a)) % b == 0: 
			return (i, (n - (i * a)) // b)
		i = i + 1
	return None",[],"['assert find_solution(2, 3, 7) == (2, 1)', 'assert find_solution(4, 2, 7) == None', 'assert find_solution(1, 13, 17) == (4, 1)']","def find_integer_solution(a, b, n):
    gcd, x, y = extended_gcd(a, b)
    if n % gcd == 0:
        x *= n // gcd
        y *= n // gcd
        return (x, y)
    else:
        return None"
Benchmark Questions Verification V2.ipynb,161,別のリストに存在する特定のリストからすべての要素を削除する関数を作成します。,"def remove_elements(list1, list2):
    result = [x for x in list1 if x not in list2]
    return result",[],"['assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [2, 4, 6, 8]) == [1, 3, 5, 7, 9, 10]', 'assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 3, 5, 7]) == [2, 4, 6, 8, 9, 10]', 'assert remove_elements([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [5, 7]) == [1, 2, 3, 4, 6, 8, 9, 10]']","def remove_elements(list_to_modify, elements_to_remove):
    for element in elements_to_remove:
        while element in list_to_modify:
            list_to_modify.remove(element)
    return list_to_modify"
Benchmark Questions Verification V2.ipynb,162,i=0 から n // 2 までの合計 (n - 2*i) を計算する関数を作成します。たとえば、n + (n-2) + (n-4)... (nx =&lt; 0 まで)。,"def sum_series(n):
  if n < 1:
    return 0
  else:
    return n + sum_series(n - 2)",[],"['assert sum_series(6) == 12', 'assert sum_series(10) == 30', 'assert sum_series(9) == 25']","def sum_of_even_numbers(n):
    sum = 0
    for i in range(n // 2 + 1):
        sum += n - 2*i
    return sum"
Benchmark Questions Verification V2.ipynb,163,正多角形の辺の長さと数を指定して、その面積を計算する関数を作成します。,"from math import tan, pi
def area_polygon(s, l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area",['import math'],"['assert math.isclose(area_polygon(4, 20), 400., rel_tol=0.001)', 'assert math.isclose(area_polygon(10, 15), 1731.197, rel_tol=0.001)', 'assert math.isclose(area_polygon(9, 7), 302.909, rel_tol=0.001)']","def calculate_regular_polygon_area(side_length, num_sides):
    perimeter = side_length * num_sides
    apothem = side_length / (2 * math.tan(math.pi / num_sides))
    area = 0.5 * perimeter * apothem
    return area"
Benchmark Questions Verification V2.ipynb,164,2 つの整数の約数の合計が同じかどうかを判断する関数を作成します。,"import math 
def div_sum(n): 
  total = 1
  i = 2

  while i * i <= n:
    if (n % i == 0):
      total = (total + i + math.floor(n / i))
    i += 1

  return total

def are_equivalent(num1, num2): 
    return div_sum(num1) == div_sum(num2); ",[],"['assert are_equivalent(36, 57) == False', 'assert are_equivalent(2, 4) == False', 'assert are_equivalent(23, 47) == True']","def sum_of_divisors_equal(n1, n2):
    divisors_n1 = []
    for i in range(1, n1+1):
        if n1 % i == 0:
            divisors_n1.append(i)
    
    divisors_n2 = []
    for i in range(1, n2+1):
        if n2 % i == 0:
            divisors_n2.append(i)
    
    sum_divisors_n1 = sum(divisors_n1)
    sum_divisors_n2 = sum(divisors_n2)
    
    return sum_divisors_n1 == sum_divisors_n2"
Benchmark Questions Verification V2.ipynb,165,文字列内の英語のアルファベットと同じ位置に出現する文字の数をカウントする関数を作成します (大文字と小文字は区別されません)。,"def count_char_position(str1): 
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars ",[],"['assert count_char_position(""xbcefg"") == 2', 'assert count_char_position(""ABcED"") == 3', 'assert count_char_position(""AbgdeF"") == 5']","def count_characters(string):
    count = 0
    for char in string:
        if char.isalpha() and ord(char) - ord('A') < 26:
            count += 1
    return count"
Benchmark Questions Verification V2.ipynb,166,偶数に XOR するリスト内の整数のペアの数をカウントする関数を作成します。,"def find_even_pair(A): 
  count = 0
  for i in range(0, len(A)): 
    for j in range(i+1, len(A)): 
        if ((A[i] ^ A[j]) % 2 == 0): 
          count += 1

  return count",[],"['assert find_even_pair([5, 4, 7, 2, 1]) == 4', 'assert find_even_pair([7, 2, 8, 1, 0, 5, 11]) == 9', 'assert find_even_pair([1, 2, 3]) == 1']","def count_pairs(numbers, target):
    count = 0
    for i in range(len(numbers)):
        for j in range(i+1, len(numbers)):
            if (numbers[i] ^ numbers[j]) == target:
                count += 1
    return count"
Benchmark Questions Verification V2.ipynb,167,n 以上の最小の 2 のべき乗を見つける Python 関数を作成します。,"def next_power_of_2(n): 
  if n and not n & (n - 1):
    return n

  count = 0
  while n != 0: 
    n >>= 1
    count += 1

  return 1 << count; ",[],"['assert next_power_of_2(0) == 1', 'assert next_power_of_2(5) == 8', 'assert next_power_of_2(17) == 32']","def min_power_of_two(n):
    power = 0
    while 2 ** power < n:
        power += 1
    return 2 ** power"
Benchmark Questions Verification V2.ipynb,168,指定されたリスト内の数値の出現数をカウントする関数を作成します。,"def frequency(a,x): 
    count = 0  
    for i in a: 
      if i == x: 
        count += 1

    return count ",[],"['assert frequency([1,2,3], 4) == 0', 'assert frequency([1,2,2,3,3,3,4], 3) == 3', 'assert frequency([0,1,2,3,1,2], 1) == 2']","def count_occurrences(numbers):
    occurrences = {}
    for num in numbers:
        if num in occurrences:
            occurrences[num] += 1
        else:
            occurrences[num] = 1
    return occurrences"
Benchmark Questions Verification V2.ipynb,170,2 つのインデックスで指定された範囲内のリスト内の数値の合計を求める関数を作成します。,"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ",[],"['assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 8, 10) == 29', 'assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 5, 7) == 16', 'assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 7, 10) == 38']","def sum_of_range(lst, start_index, end_index):
    total = 0
    for i in range(start_index, end_index + 1):
        total += lst[i]
    return total"
Benchmark Questions Verification V2.ipynb,171,正五角形の辺の長さから周囲の長さを求める関数を作成します。,"import math
def perimeter_pentagon(a):
  perimeter=(5*a)
  return perimeter",[],"['assert perimeter_pentagon(5) == 25', 'assert perimeter_pentagon(10) == 50', 'assert perimeter_pentagon(15) == 75']","def perimeter(side_length):
    return 5 * side_length"
Benchmark Questions Verification V2.ipynb,172,指定された文字列内の文字列 &#39;std&#39; の出現数をカウントする関数を作成します。,"def count_occurance(s):
  count = 0
  for i in range(len(s) - 2):
    if (s[i] == 's' and s[i+1] == 't' and s[i+2] == 'd'):
      count = count + 1
  return count",[],"['assert count_occurance(""letstdlenstdporstd"") == 3', 'assert count_occurance(""truststdsolensporsd"") == 1', 'assert count_occurance(""makestdsostdworthit"") == 2', 'assert count_occurance(""stds"") == 1', 'assert count_occurance("""") == 0']","def count_occurrences(string, substring):
    count = 0
    index = 0
    while index < len(string):
        index = string.find(substring, index)
        if index == -1:
            break
        count += 1
        index += len(substring)
    return count"
Benchmark Questions Verification V2.ipynb,222,タプル内のすべての要素が同じデータ型であるかどうかを確認する関数を作成します。,"def check_type(test_tuple):
  res = True
  for ele in test_tuple:
    if not isinstance(ele, type(test_tuple[0])):
      res = False
      break
  return (res) ",[],"['assert check_type((5, 6, 7, 3, 5, 6) ) == True', 'assert check_type((1, 2, ""4"") ) == False', 'assert check_type((3, 2, 1, 4, 5) ) == True']","def are_elements_of_same_type(tuple):
    type = type(tuple[0])
    for element in tuple:
        if type(element) is not type:
            return False
    return True"
Benchmark Questions Verification V2.ipynb,223,ソートされた配列、その長さ (n)、および要素を受け取り、その要素が指定されたソートされた配列内の多数の要素であるかどうかを返す関数を作成します。 (多数要素とは、n/2 回以上出現する要素です。),"def is_majority(arr, n, x):
	i = binary_search(arr, 0, n-1, x)
	if i == -1:
		return False
	if ((i + n//2) <= (n -1)) and arr[i + n//2] == x:
		return True
	else:
		return False
def binary_search(arr, low, high, x):
	if high >= low:
		mid = (low + high)//2 
		if (mid == 0 or x > arr[mid-1]) and (arr[mid] == x):
			return mid
		elif x > arr[mid]:
			return binary_search(arr, (mid + 1), high, x)
		else:
			return binary_search(arr, low, (mid -1), x)
	return -1",[],"['assert is_majority([1, 2, 3, 3, 3, 3, 10], 7, 3) == True', 'assert is_majority([1, 1, 2, 4, 4, 4, 6, 6], 8, 4) == False', 'assert is_majority([1, 1, 1, 2, 2], 5, 1) == True', 'assert is_majority([1, 1, 2, 2], 5, 1) == False']","def is_majority_element(sorted_arr, n, element):
    # Find the first occurrence of the element in the sorted array
    first_occurrence = bisect_left(sorted_arr, element)
    
    # Check if the element is present more than n/2 times
    if first_occurrence + n // 2 < n and sorted_arr[first_occurrence + n // 2] == element:
        return True
    else:
        return False"
Benchmark Questions Verification V2.ipynb,224,指定された数値内の設定ビット (値 1 の 2 進数) の数をカウントする Python 関数を作成します。,"def count_Set_Bits(n): 
    count = 0
    while (n): 
        count += n & 1
        n >>= 1
    return count ",[],"['assert count_Set_Bits(2) == 1', 'assert count_Set_Bits(4) == 1', 'assert count_Set_Bits(6) == 2']","def count_set_bits(n):
    count = 0
    while n > 0:
        count += n & 1
        n = n >> 1
    return count"
Benchmark Questions Verification V2.ipynb,226,指定された文字列の奇数のインデックス値を持つ文字を削除する Python 関数を作成します。,"def odd_values_string(str):
  result = """" 
  for i in range(len(str)):
    if i % 2 == 0:
      result = result + str[i]
  return result",[],"[""assert odd_values_string('abcdef') == 'ace'"", ""assert odd_values_string('python') == 'pto'"", ""assert odd_values_string('data') == 'dt'"", ""assert odd_values_string('lambs') == 'lms'""]","def remove_characters_with_odd_index(string):
    filtered_string = """"
    for i in range(len(string)):
        if i % 2 == 0:
            filtered_string += string[i]
    return filtered_string"
Benchmark Questions Verification V2.ipynb,227,最小 3 つの数値を見つける関数を作成します。,"def min_of_three(a,b,c): 
      if (a <= b) and (a <= c): 
        smallest = a 
      elif (b <= a) and (b <= c): 
        smallest = b 
      else: 
        smallest = c 
      return smallest ",[],"['assert min_of_three(10,20,0)==0', 'assert min_of_three(19,15,18)==15', 'assert min_of_three(-10,-20,-30)==-30']","def find_minimum3(a, b, c):
    return min(a, b, c)"
Benchmark Questions Verification V2.ipynb,228,指定された範囲内のすべてのビットが設定解除されているかどうかを確認する Python 関数を作成します。,"def all_Bits_Set_In_The_Given_Range(n,l,r):  
    num = (((1 << r) - 1) ^ ((1 << (l - 1)) - 1)) 
    new_num = n & num
    if (new_num == 0): 
        return True
    return False",[],"['assert all_Bits_Set_In_The_Given_Range(4,1,2) == True', 'assert all_Bits_Set_In_The_Given_Range(17,2,4) == True', 'assert all_Bits_Set_In_The_Given_Range(39,4,6) == False']","def are_bits_clear(num, start, end):
    # Create a mask with bits set in the specified range
    mask = ((1 << (end - start + 1)) - 1) << start
    
    # Check if all the bits in the range are clear
    return (num & mask) == 0"
Benchmark Questions Verification V2.ipynb,229,配列と整数 n を受け取り、指定された配列の最初の n 要素を再配置して、すべての負の要素が正の要素の前に表示され、負の要素と正の要素の間の相対的な順序が保持される関数を作成します。,"def re_arrange_array(arr, n):
  j=0
  for i in range(0, n):
    if (arr[i] < 0):
      temp = arr[i]
      arr[i] = arr[j]
      arr[j] = temp
      j = j + 1
  return arr",[],"['assert re_arrange_array([-1, 2, -3, 4, 5, 6, -7, 8, 9], 9) == [-1, -3, -7, 4, 5, 6, 2, 8, 9]', 'assert re_arrange_array([12, -14, -26, 13, 15], 5) == [-14, -26, 12, 13, 15]', 'assert re_arrange_array([10, 24, 36, -42, -39, -78, 85], 7) == [-42, -39, -78, 10, 24, 36, 85]']","def relocate_negative(arr, n):
    negative = [x for x in arr if x < 0]
    positive = [x for x in arr if x >= 0]
    
    arr[:n] = negative + positive
    
    return arr"
Benchmark Questions Verification V2.ipynb,230,文字列と文字を受け取り、文字列内の空白を文字に置き換えて、文字列を返す関数を作成します。,"def replace_blank(str1,char):
 str2 = str1.replace(' ', char)
 return str2",[],"['assert replace_blank(""hello people"",\'@\')==(""hello@people"")', 'assert replace_blank(""python program language"",\'$\')==(""python$program$language"")', 'assert replace_blank(""blank space"",""-"")==(""blank-space"")']","def replace_spaces(string, char):
    return string.replace(' ', char)"
Benchmark Questions Verification V2.ipynb,232,リストと整数 n を受け取り、リストから最大 n 個の項目を含むリストを返す関数を作成します。,"import heapq
def larg_nnum(list1,n):
 largest=heapq.nlargest(n,list1)
 return largest",[],"['assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],2))==set([100,90])', 'assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],5))==set([100,90,80,70,60])', 'assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],3))==set([100,90,80])']","def take_n_items(lst, n):
    return lst[:n]"
Benchmark Questions Verification V2.ipynb,233,円柱の側表面積を求める関数を作成します。,"def lateralsuface_cylinder(r,h):
  lateralsurface= 2*3.1415*r*h
  return lateralsurface",['import math'],"['assert math.isclose(lateralsuface_cylinder(10,5), 314.15000000000003, rel_tol=0.001)', 'assert math.isclose(lateralsuface_cylinder(4,5), 125.66000000000001, rel_tol=0.001)', 'assert math.isclose(lateralsuface_cylinder(4,10), 251.32000000000002, rel_tol=0.001)']","def calculate_cylinder_lateral_area(radius, height):
    lateral_area = 2 * math.pi * radius * height
    return lateral_area"
Benchmark Questions Verification V2.ipynb,234,辺の長さを指定して立方体の体積を求める関数を作成します。,"def volume_cube(l):
  volume = l * l * l
  return volume",[],"['assert volume_cube(3)==27', 'assert volume_cube(2)==8', 'assert volume_cube(5)==125']","def calculate_volume(length):
    volume = length ** 3
    return volume"
Benchmark Questions Verification V2.ipynb,235,指定された数値のすべての偶数ビットを設定する Python 関数を作成します。,"def even_bit_set_number(n): 
    count = 0;res = 0;temp = n 
    while(temp > 0): 
        if (count % 2 == 1): 
            res |= (1 << count)
        count+=1
        temp >>= 1
    return (n | res) ",[],"['assert even_bit_set_number(10) == 10', 'assert even_bit_set_number(20) == 30', 'assert even_bit_set_number(30) == 30']","def set_even_bits(number):
    result = 0
    bit_position = 0
    while number > 0:
        if bit_position % 2 == 1:
            result = result | (1 << bit_position)
        number = number >> 1
        bit_position += 1
    return result"
